country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
South Sudan,2020,SSD,10698471,,0,0,1.707,-0.062,-3.52,32.123,23.707,281.658,3.003,,4.778,0.16,,0.254,,,,,,0,38.794,1579.865,,0,,2070.141,38.689,,628.456,,0,0,,,0.562,6.276,30.416,2.843,33.521,3.133,20.39,1.906,1.707,0.16,,,6.724,0,0.005,0.081,,0,0.002,0.061,,0,,0.233,0.007,,0,,0.673,0.016,,0.158,0.001,0.001,0.003,0.001,67.142,6.015,,
Spain,2019,ESP,47435121,1.64704E+12,9.064,0.191,250.674,-17.847,-6.646,227.713,-20.122,-8.119,4.801,0.138,0.144,5.285,0.152,0.158,23.528,0.496,284.092,5.989,0.172,688.215,14589.632,16668.508,4806.455,78.147,1521.7,2081.123,7387.17,107.943,33390.262,0.962,3.844,0.081,71.16,1.5,5.804,6.318,-22.961,-0.484,45.547,0.96,21.281,0.449,140.044,2.952,0.064,3.034,1583.871,0.561,0.676,0.543,0.16,1.646,0.877,0.656,0.621,0.431,0.64,0.236,1.276,0.847,0.889,0.94,-0.47,1.136,0.697,0.624,0.002,0.007,0.01,0.001,299.701,275.295,33.418,13.331
Spain,2020,ESP,47679482,1.46051E+12,8.192,0.172,211.765,-38.909,-15.522,190.759,-36.954,-16.228,4.001,0.131,0.134,4.441,0.145,0.149,14.23,0.298,251.864,5.282,0.172,696.407,14801.396,16859.268,4820.685,81.769,1585.931,2060.117,7505.951,110.653,29844.283,0.974,3.622,0.076,64.231,1.347,4.952,5.523,-21.006,-0.441,46.022,0.965,21.774,0.457,118.78,2.491,0.057,2.711,1422.96,0.504,0.602,0.481,0.1,1.603,0.872,0.653,0.612,0.442,0.647,0.232,1.273,0.841,0.905,0.854,-0.465,1.087,0.655,0.622,0.002,0.007,0.01,0.001,263.355,236.116,40.1,18.936
Sri Lanka,2019,LKA,22410552,2.79627E+11,0.371,0.017,21.106,0.969,4.811,32.012,-2.007,-5.9,1.428,0.114,0.283,0.942,0.075,0.187,5.903,0.263,43.166,1.926,0.154,13.987,468.267,2098.186,49.388,0,,2775.046,404.893,,5043.847,0.404,0,0,,,1.223,1.902,10.907,0.487,9.982,0.445,2.413,0.108,14.832,0.662,,,113.035,0.023,0.057,0.076,0.04,0.033,0.028,0.083,0.006,0,,0.314,0.07,,0,,0.223,0.12,,0.109,0,0.001,0.002,0,42.616,27.413,22.061,104.525
Sri Lanka,2020,LKA,22561808,2.69918E+11,0.363,0.016,20.412,-0.693,-3.284,29.767,-2.245,-7.014,1.319,0.11,0.284,0.905,0.076,0.194,7.094,0.314,41.853,1.855,0.155,14.35,488.68,2127.954,56.482,0,,2784.401,417.849,,4653.029,0.389,0,0,,,1.185,1.847,9.355,0.415,10.423,0.462,2.989,0.132,12.956,0.574,,,104.981,0.022,0.058,0.075,0.05,0.033,0.029,0.082,0.007,0,,0.313,0.071,,0,,0.207,0.119,,0.108,0,0.001,0.002,0,41.682,26.74,21.441,105.038
Sudan,2019,SDN,45548179,,1.556,0.034,22.007,1.491,7.268,26.097,-13.94,-34.818,0.573,,0.279,0.483,,0.235,,,,,,18.189,424.97,2555.438,,11.626,,2457.335,393.865,,2052.874,,0.523,0.011,,,0.883,2.965,4.09,0.09,67.248,1.476,28.095,0.617,19.928,0.438,,,93.505,0.096,0.059,0.062,,0.044,0.026,0.101,,0.064,,0.278,0.068,,0.121,,0.084,0.162,,0.26,0.002,0.001,0.004,0.001,135.061,40.201,,
Sudan,2020,SDN,46789237,,,,19.8,-2.207,-10.029,33.854,7.757,29.723,0.724,,0.418,0.423,,0.244,,,,,,,444.77,2589.292,,12.08,,2471.389,413.211,,1732.914,,0.454,0.01,,,0.826,2.936,14.054,0.3,68.294,1.46,29.884,0.639,19.346,0.413,,,81.082,,0.056,0.085,,,0.026,0.1,,0.065,,0.278,0.07,,0.114,,0.311,0.177,,0.261,0.002,0.001,0.004,0.001,137.364,38.637,,
Suriname,2019,SUR,605779,,0.02,0.033,2.632,0.539,25.762,4.41,0.569,14.802,7.28,,0.436,4.345,,0.26,,,,,,1.308,114.507,241.995,,0,0.147,163.508,111.675,,16713.479,,0,0,0.011,0.018,5.254,10.658,1.778,2.934,1.001,1.653,0.227,0.375,2.601,4.294,,,10.125,0.001,0.007,0.011,,0.003,0.007,0.01,,0,0,0.019,0.019,,0,0,0.036,0.021,,0.011,0,0,0,0,6.456,3.183,,
Suriname,2020,SUR,612320,,0.02,0.033,2.922,0.29,10.998,4.1,-0.31,-7.034,6.695,,0.437,4.772,,0.311,,,,,,1.328,117.429,246.094,,0,0.161,164.686,114.562,,15335.176,,0,0,0.015,0.024,5.667,10.325,1.178,1.924,0.975,1.592,0.259,0.423,2.887,4.715,,,9.39,0.001,0.008,0.01,,0.003,0.007,0.01,,0,0,0.019,0.019,,0,0,0.026,0.026,,0.011,0,0,0,0,6.322,3.47,,
Sweden,2019,SWE,10279120,4.67021E+11,1.357,0.132,40.772,-1.084,-2.589,48.478,-0.424,-0.867,4.716,0.104,0.077,3.967,0.087,0.065,8.108,0.789,66.999,6.518,0.143,109.278,4948.216,7326.596,1495.729,16.612,67.643,2379.358,3240.325,18.63,60882.551,1.34,0.544,0.053,1.777,0.173,4.586,6,7.706,0.75,7.938,0.772,6.314,0.614,28.464,2.769,0.051,0.522,625.819,0.084,0.11,0.115,0.055,0.261,0.298,0.288,0.193,0.092,0.028,0.269,0.56,0.146,0.126,0.023,0.158,0.231,0.12,0.257,0,0.003,0.004,0,61.677,47.137,26.227,64.324
Sweden,2020,SWE,10353682,4.56885E+11,1.272,0.123,36.622,-4.15,-10.179,44.518,-3.96,-8.168,4.3,0.097,0.074,3.537,0.08,0.061,6.641,0.641,60.12,5.807,0.132,110.55,4984.838,7371.114,1502.37,17.061,69.089,2387.254,3266.606,19.161,57977.379,1.314,0.449,0.043,1.446,0.14,4.16,5.448,7.896,0.763,7.964,0.769,6.506,0.628,26.282,2.538,0.051,0.532,600.279,0.078,0.104,0.112,0.047,0.255,0.294,0.286,0.191,0.092,0.028,0.269,0.554,0.146,0.112,0.019,0.175,0.24,0.128,0.255,0,0.003,0.004,0,56.409,43.07,23.498,64.163
Switzerland,2019,CHE,8577525,5.38693E+11,1.712,0.2,36.822,-0.123,-0.332,36.607,-0.3,-0.814,4.268,0.068,0.109,4.293,0.068,0.11,0.431,0.05,124.009,14.457,0.23,133.904,2990.816,3247.424,591.544,1.187,218.079,285.157,2039.453,6.648,39166.934,0.624,0.033,0.004,6.897,0.804,4.548,5.185,-0.215,-0.025,5.684,0.663,2.18,0.254,27.584,3.216,0.019,0.165,335.955,0.106,0.099,0.087,0.003,0.32,0.18,0.128,0.076,0.007,0.092,0.032,0.352,0.052,0.008,0.091,-0.004,0.224,0.038,0.116,0,0.001,0.002,0,44.477,39.013,87.187,236.777
Switzerland,2020,CHE,8640582,5.25896E+11,1.658,0.192,34.343,-2.479,-6.732,34.04,-2.567,-7.012,3.94,0.065,0.11,3.975,0.065,0.111,0.414,0.048,109.806,12.708,0.209,135.563,3025.16,3281.464,591.959,1.214,224.75,284.854,2064.869,6.806,35831.172,0.589,0.026,0.003,6.67,0.772,4.233,4.85,-0.303,-0.035,5.719,0.662,2.186,0.253,25.416,2.941,0.018,0.159,309.602,0.102,0.098,0.086,0.003,0.312,0.178,0.127,0.075,0.007,0.092,0.032,0.35,0.052,0.007,0.089,-0.007,0.232,0.038,0.115,0,0.001,0.002,0,41.904,36.572,75.463,219.732
Syria,2019,SYR,20353536,62427096792,0.834,0.041,33.492,1.72,5.414,32.763,2.069,6.742,1.61,0.525,0.276,1.645,0.536,0.282,0.004,0,,,,82.6,1896.087,2348.057,0.619,123.233,285.776,518.696,1403.858,,5840.697,1.904,1.751,0.086,6.547,0.322,1.893,2.155,-0.728,-0.036,6.971,0.342,3.959,0.194,24.356,1.197,,,118.879,0.052,0.09,0.078,0,0.198,0.114,0.092,0,0.68,0.12,0.059,0.243,,0.405,0.086,-0.015,0.198,,0.117,0.001,0.001,0.002,0,43.868,38.537,,
Syria,2020,SYR,21049431,55872251610,0.982,0.047,32.344,-1.147,-3.425,28.931,-3.832,-11.696,1.374,0.518,0.257,1.537,0.579,0.288,0.004,0,,,,83.582,1928.431,2376.989,0.623,125.071,291.525,515.283,1427.63,,5342.43,2.013,1.838,0.087,5.749,0.273,1.765,1.975,-3.413,-0.162,7.058,0.335,4,0.19,23.772,1.129,,,112.455,0.06,0.092,0.073,0,0.192,0.114,0.092,0,0.676,0.119,0.058,0.242,,0.46,0.076,-0.076,0.217,,0.113,0.001,0.001,0.002,0,41.566,37.163,,
Taiwan,2019,TWN,23674137,1.10591E+12,5.508,0.233,274.704,-9.447,-3.325,,,,,,,11.604,0.248,0.207,161.552,6.824,287.243,12.133,0.26,392.279,8732.165,,4363.212,0,756.522,,3175.938,44.214,56101.125,1.201,0,0,48.715,2.058,12.327,12.507,,,15.616,0.66,5.773,0.244,57.936,2.447,0.042,0.992,1328.146,0.341,0.741,,1.099,0.938,0.525,,0.564,0,0.318,,0.549,0.347,0,0.643,,0.47,0.228,0.301,0.001,0.004,0.005,0,296.094,291.828,12.539,4.565
Taiwan,2020,TWN,23663461,1.14337E+12,5.673,0.24,272.464,-2.24,-0.815,,,,,,,11.514,0.238,0.211,156.384,6.609,278.184,11.756,0.243,397.952,9004.629,,4519.596,0,810.934,,3231.1,45.047,54479.203,1.128,0,0,54.412,2.299,12.239,12.42,,,15.403,0.651,6.037,0.255,55.162,2.331,0.035,0.833,1289.167,0.349,0.775,,1.096,0.916,0.53,,0.574,0,0.331,,0.548,0.342,0,0.723,,0.505,0.201,0.305,0.001,0.004,0.005,0,293.904,289.622,5.719,2.099
Tajikistan,2019,TJK,9529970,40979787244,2.076,0.218,8.714,0.633,7.837,9.378,0.26,2.854,0.984,0.229,0.212,0.914,0.213,0.197,3.424,0.359,11.883,1.247,0.29,20.091,467.465,589.559,115.272,2.092,83.599,125.136,246.411,,4632.589,1.077,0,0,0.279,0.029,1.193,1.954,0.663,0.07,7.491,0.786,2.284,0.24,2.936,0.308,,,44.148,0.128,0.023,0.022,0.023,0.048,0.028,0.023,0.015,0.012,0.035,0.014,0.043,,0,0.004,0.014,0.024,,0.039,0,0,0.001,0,18.621,11.368,3.169,36.362
Tajikistan,2020,TJK,9749312,42778793597,2.096,0.215,9.423,0.709,8.138,9.847,0.47,5.01,1.01,0.23,0.212,0.967,0.22,0.203,3.526,0.362,11.555,1.185,0.27,22.187,476.888,599.407,118.798,2.092,84.043,125.561,249.769,,4753.297,1.083,0,0,0.444,0.045,1.248,1.987,0.424,0.044,7.64,0.784,2.345,0.241,3.358,0.344,,,46.341,0.129,0.027,0.025,0.025,0.051,0.028,0.023,0.015,0.011,0.034,0.014,0.042,,0,0.006,0.009,0.031,,0.039,0,0,0.001,0,19.374,12.17,2.132,22.625
Tanzania,2019,TZA,59174889,1.72129E+11,2.524,0.043,16.191,1.958,13.755,120.504,-2.387,-1.943,2.036,0.7,1.947,0.274,0.094,0.262,1.385,0.023,21.261,0.359,0.124,24.166,251.191,7143.63,11.199,0.009,27.587,7822.746,188.229,,1046.091,0.36,0,0,3.389,0.057,0.56,3.098,104.314,1.763,54.728,0.925,23.511,0.397,8.893,0.15,,,61.902,0.156,0.044,0.287,0.009,0.058,0.015,0.281,0.001,0,0.012,0.885,0.033,,0,0.045,2.134,0.072,,0.316,0.002,0.003,0.005,0,183.319,33.148,5.07,31.315
Tanzania,2020,TZA,60972803,1.80419E+11,2.517,0.041,15.952,-0.238,-1.473,93.622,-26.882,-22.308,1.535,0.519,1.575,0.262,0.088,0.268,1.231,0.02,21.442,0.352,0.119,26.683,267.143,7237.252,12.43,0.009,30.622,7900.416,197.399,,974.78,0.329,0,0,3.034,0.05,0.544,2.857,77.67,1.274,57.361,0.941,24.602,0.403,9.169,0.15,,,59.435,0.155,0.045,0.236,0.009,0.061,0.016,0.28,0.002,0,0.012,0.89,0.033,,0,0.04,1.72,0.084,,0.318,0.002,0.003,0.005,0,174.174,33.175,5.49,34.414
Thailand,2019,THA,71522264,1.14913E+12,22.304,0.312,281.877,-6.427,-2.229,416.851,39.507,10.47,5.828,0.363,0.282,3.941,0.245,0.19,70.06,0.98,303.671,4.246,0.264,582.733,6964.186,23269.764,1522.161,12.172,1627.523,21192.947,3219.597,,20689.293,1.288,0.591,0.008,85.27,1.192,4.558,6.722,134.974,1.887,89.534,1.252,21.914,0.306,103.652,1.449,,,1479.745,1.38,0.76,0.993,0.477,1.394,0.419,0.915,0.197,0.067,0.685,2.398,0.556,,0.137,1.126,2.762,0.841,,0.94,0.004,0.01,0.015,0,480.764,326.014,21.793,7.732
Thailand,2020,THA,71641484,1.07833E+12,21.926,0.306,271.923,-9.954,-3.531,415.753,-1.098,-0.263,5.803,0.386,0.301,3.796,0.252,0.197,74.799,1.044,300.078,4.189,0.278,604.659,7236.109,23685.516,1596.96,12.778,1705.803,21336.777,3315.909,,19257.477,1.279,0.606,0.008,78.28,1.093,4.38,6.72,143.83,2.008,92.627,1.293,22.769,0.318,96.312,1.344,,,1379.634,1.35,0.773,1.048,0.524,1.392,0.426,0.917,0.203,0.069,0.696,2.402,0.562,,0.152,1.041,3.185,0.881,,0.94,0.004,0.01,0.015,0.001,481.44,313.77,28.154,10.354
Togo,2019,TGO,8463070,12579682405,0.92,0.109,2.364,0.33,16.219,3.848,-0.717,-15.711,0.455,0.306,0.406,0.279,0.188,0.249,,,7.992,0.944,0.635,19.121,63.096,675.749,,0,0.388,1520.743,43.587,,1120.136,0.754,0,0,0.125,0.015,0.741,1.165,1.485,0.175,5.254,0.621,1.715,0.203,1.319,0.156,,,9.48,0.057,0.006,0.009,,0.046,0.004,0.027,,0,0,0.172,0.008,,0,0.002,0.03,0.011,,0.035,0,0,0.001,0,9.856,6.274,5.628,238.116
Togo,2020,TGO,8669721,12720130961,0.864,0.1,2.751,0.388,16.397,4.163,0.314,8.164,0.48,0.327,0.461,0.317,0.216,0.305,,,7.54,0.87,0.593,19.985,65.847,679.911,,0,0.528,1522.154,45.335,,1042.038,0.71,0,0,0.139,0.016,0.797,1.25,1.411,0.163,5.652,0.652,1.92,0.221,1.748,0.202,,,9.034,0.053,0.008,0.01,,0.046,0.004,0.026,,0,0,0.171,0.008,,0,0.002,0.031,0.016,,0.035,0,0,0.001,0,10.837,6.906,4.789,174.059
Tonga,2019,TON,105688,,0,0,0.161,0.029,22.222,0.195,0.024,13.851,1.844,,0.287,1.525,,0.237,,,,,,0,4.199,6.938,,0,,3.604,4.199,,6422.865,,0,0,,,1.937,2.959,0.034,0.318,0.102,0.966,0.024,0.224,0.161,1.525,,,0.679,0,0,0,,0,0,0,,0,,0,0.001,,0,,0.001,0.001,,0.001,0,0,0,0,0.313,0.205,,
Tonga,2020,TON,105721,,0,0,0.139,-0.022,-13.636,0.168,-0.027,-13.84,1.588,,0.212,1.317,,0.176,,,,,,0,4.338,7.106,,0,,3.632,4.338,,7485.477,,0,0,,,1.732,2.705,0.029,0.271,0.103,0.97,0.024,0.224,0.139,1.317,,,0.791,0,0,0,,0,0,0,,0,,0,0.001,,0,,0.001,0.001,,0.001,0,0,0,0,0.286,0.183,,
Trinidad and Tobago,2019,TTO,1484898,40060922958,0.242,0.163,40.755,0.447,1.109,40.496,0.469,1.172,27.272,1.011,0.207,27.446,1.017,0.209,,,25.753,17.343,0.643,11.98,1531.932,1518.726,,106.022,991.067,65.873,422.629,,131459,4.873,0.348,0.234,36.416,24.525,31.937,32.027,-0.258,-0.174,5.598,3.77,1.335,0.899,3.748,2.524,,,195.203,0.015,0.11,0.096,,0.029,0.092,0.06,,0.585,0.417,0.007,0.073,,0.08,0.481,-0.005,0.03,,0.065,0,0.001,0.001,0,47.557,47.424,-15.002,-36.81
Trinidad and Tobago,2020,TTO,1481026,36985045051,0.225,0.152,35.043,-5.711,-14.014,34.806,-5.691,-14.052,23.501,0.941,0.206,23.661,0.947,0.207,,,25.709,17.359,0.695,12.206,1566.975,1553.532,,106.398,1022.068,65.636,426.069,,114341.891,4.579,0.376,0.254,31.001,20.932,28.034,28.142,-0.237,-0.16,5.418,3.658,1.327,0.896,3.44,2.323,,,169.343,0.014,0.1,0.088,,0.028,0.092,0.06,,0.575,0.417,0.007,0.072,,0.094,0.412,-0.005,0.031,,0.065,0,0.001,0.001,0,41.679,41.52,-9.334,-26.636
Tunisia,2019,TUN,11875084,1.32642E+11,4.405,0.371,30.579,-0.543,-1.745,30.743,-0.65,-2.071,2.589,0.232,0.252,2.575,0.231,0.251,,,30.061,2.531,0.227,134.198,910.631,1284.413,,17.062,245.219,556.527,499.555,,10254.706,0.918,0.464,0.039,12.644,1.065,3.151,3.539,0.164,0.014,8.17,0.688,3.179,0.268,13.066,1.1,,,121.775,0.273,0.082,0.073,,0.321,0.055,0.051,,0.094,0.103,0.063,0.086,,0.107,0.167,0.003,0.106,,0.065,0,0.001,0.001,0,42.03,37.417,-0.518,-1.693
Tunisia,2020,TUN,11974058,1.20946E+11,3.886,0.325,28.845,-1.734,-5.67,29.018,-1.725,-5.61,2.423,0.24,0.258,2.409,0.238,0.257,,,28.932,2.416,0.239,138.084,939.476,1313.431,,17.501,257.276,556.7,512.018,,9381.091,0.929,0.439,0.037,12.057,1.007,2.972,3.345,0.173,0.014,8.176,0.683,3.048,0.255,12.463,1.041,,,112.33,0.239,0.082,0.073,,0.318,0.055,0.051,,0.095,0.105,0.063,0.087,,0.11,0.16,0.004,0.114,,0.065,0,0.001,0.001,0,40.05,35.592,0.087,0.302
Turkey,2019,TUR,85357670,1.99112E+12,34.256,0.401,406.568,-17.251,-4.07,378.369,-6.846,-1.777,4.433,0.19,0.205,4.763,0.204,0.22,166.01,1.945,418.83,4.907,0.21,855.245,10570.265,17202.879,4317.702,5.19,1602.763,6855.093,3659.495,129.87,21663.299,0.929,0.183,0.002,84.189,0.986,5.744,6.263,-28.199,-0.33,98.343,1.152,38.995,0.457,115.728,1.356,0.073,6.202,1849.129,2.12,1.096,0.901,1.129,2.045,0.636,0.677,0.558,0.029,0.675,0.776,0.632,1.019,0.042,1.112,-0.577,0.939,1.424,0.642,0.003,0.006,0.01,0.001,534.576,490.295,12.263,3.016
Turkey,2020,TUR,86091691,2.02975E+12,42.497,0.494,416.328,9.76,2.401,416.084,37.716,9.968,4.833,0.205,0.228,4.836,0.205,0.229,159.424,1.852,421.198,4.892,0.208,897.742,10986.592,17618.963,4477.125,5.386,1695.068,6854.849,3775.147,136.124,21161.5,0.898,0.195,0.002,92.305,1.072,5.839,6.604,-0.244,-0.003,101.798,1.182,41.981,0.488,115.652,1.343,0.073,6.254,1821.829,2.617,1.184,1.049,1.117,2.067,0.647,0.682,0.568,0.029,0.692,0.772,0.64,1.035,0.049,1.227,-0.005,1.058,1.511,0.653,0.003,0.007,0.01,0.001,568.584,502.677,4.87,1.17
Turkmenistan,2019,TKM,6803943,94329707021,0.916,0.135,62.254,0.953,1.554,61.725,0.691,1.133,9.072,0.654,0.176,9.15,0.66,0.178,0,0,,,,34.246,2308.545,2492.169,80.119,70.569,1192.87,185.861,930.742,,51540.266,3.718,2.527,0.371,41.143,6.047,11.815,15.618,-0.53,-0.078,24.051,3.535,6.078,0.893,17.668,2.597,,,350.677,0.057,0.168,0.147,0,0.082,0.139,0.098,0.01,0.39,0.502,0.021,0.161,,0.585,0.543,-0.011,0.143,,0.172,0.001,0.002,0.003,0,106.263,80.387,,
Turkmenistan,2020,TKM,6949915,91559235694,0.725,0.104,62.905,0.651,1.045,62.274,0.549,0.889,8.96,0.68,0.14,9.051,0.687,0.142,0,0,,,,34.971,2371.45,2554.443,80.119,73.703,1235.683,185.23,946.973,,63923.27,4.852,3.135,0.451,42.814,6.16,11.609,14.541,-0.631,-0.091,23.892,3.438,6.879,0.99,16.232,2.335,,,444.261,0.045,0.179,0.157,0,0.081,0.14,0.099,0.01,0.398,0.504,0.021,0.161,,0.784,0.569,-0.014,0.148,,0.173,0.001,0.002,0.003,0,101.056,80.679,,
Turks and Caicos Islands,2019,TCA,43191,,0,0,0.363,0.004,1.02,,,,,,,8.398,,0.193,,,,,,0,5.771,,,0,,,5.771,,43592.02,,0,0,,,8.624,8.624,,,0.007,0.17,0.002,0.056,0.363,8.398,,,1.883,0,0.001,,,0,0,,,0,,,0.001,,0,,,0.003,,0,0,0,0,0,0.372,0.372,,
Turks and Caicos Islands,2020,TCA,44405,,0,0,0.359,-0.004,-1.01,,,,,,,8.086,,0.194,,,,,,0,6.13,,,0,,,6.13,,41699.66,,0,0,,,8.282,8.282,,,0.007,0.149,0.002,0.047,0.359,8.086,,,1.852,0,0.001,,,0,0,,,0,,,0.001,,0,,,0.003,,0,0,0,0,0,0.368,0.368,,
Tuvalu,2019,TUV,10603,,0,0,0.011,0,0,0.011,0,0,1.037,,,1.037,,,,,,,,0,0.242,0.242,,0,,0,0.242,,0,,0,0,,,1.137,1.818,0,0,0.007,0.649,0.001,0.132,0.011,1.037,,,0,0,0,0,,0,0,0,,0,,0,0,,0,,0,0,,0,0,0,0,0,0.019,0.012,,
Tuvalu,2020,TUV,10423,,0,0,0.011,0,0,0.011,0,0,1.055,,,1.055,,,,,,,,0,0.253,0.253,,0,,0,0.253,,0,,0,0,,,1.157,1.851,0,0,0.007,0.662,0.001,0.135,0.011,1.055,,,0,0,0,0,,0,0,0,,0,,0,0,,0,,0,0,,0,0,0,0,0,0.019,0.012,,
Uganda,2019,UGA,42999636,92903828922,0.459,0.011,5.761,0.213,3.831,11.896,-0.155,-1.289,0.277,0.128,0.417,0.134,0.062,0.202,0,0,7.77,0.181,0.084,7.22,100.882,2283.561,0,0,,2930.605,93.662,,663.337,0.307,0,0,,,0.512,1.401,6.135,0.143,32.167,0.748,11.417,0.266,5.302,0.123,,,28.523,0.028,0.016,0.028,0,0.017,0.006,0.09,0,0,,0.332,0.016,,0,,0.126,0.043,,0.139,0.001,0.001,0.002,0,60.248,22.002,2.009,34.872
Uganda,2020,UGA,44457148,91695146192,0.559,0.013,5.571,-0.19,-3.295,11.249,-0.647,-5.44,0.253,0.123,0.412,0.125,0.061,0.204,0,0,7.483,0.168,0.082,7.779,106.453,2294.81,0,0,,2936.283,98.674,,613.902,0.298,0,0,,,0.512,1.37,5.678,0.128,33.424,0.752,11.913,0.268,5.012,0.113,,,27.292,0.034,0.016,0.028,0,0.018,0.006,0.089,0,0,,0.331,0.017,,0,,0.126,0.046,,0.14,0.001,0.001,0.002,0,60.906,22.771,1.911,34.304
Ukraine,2019,UKR,44957451,4.45657E+11,3.961,0.088,222.188,-9.712,-4.188,228.343,-11.538,-4.81,5.079,0.512,0.238,4.942,0.499,0.232,114.046,2.537,209.37,4.657,0.47,392.538,30393.895,43450.906,16860.496,166.282,6189.03,13412.639,6675.461,110.087,21301.547,2.149,2.355,0.052,60.633,1.349,6.24,7.122,6.155,0.137,63.107,1.404,26.312,0.585,38.477,0.856,0.06,2.717,957.663,0.245,0.599,0.544,0.776,0.939,1.828,1.709,2.179,0.918,2.605,1.518,1.153,0.864,0.545,0.801,0.126,0.312,0.624,1.446,0.004,0.018,0.023,0.001,320.207,280.544,-12.818,-5.769
Ukraine,2020,UKR,44680008,4.28931E+11,4.065,0.091,207.101,-15.087,-6.79,212.581,-15.762,-6.903,4.758,0.496,0.231,4.635,0.483,0.225,102.155,2.286,194.506,4.353,0.453,396.603,30600.994,43663.484,16962.65,168.586,6249.912,13418.119,6710.373,112.871,20556.209,2.141,2.304,0.052,60.882,1.363,5.959,6.839,5.481,0.123,64.368,1.441,26.056,0.583,34.911,0.781,0.062,2.783,918.452,0.25,0.589,0.536,0.716,0.913,1.802,1.691,2.153,0.911,2.55,1.511,1.138,0.858,0.576,0.81,0.121,0.319,0.672,1.431,0.003,0.018,0.023,0.001,305.545,266.261,-12.595,-6.081
United Arab Emirates,2019,ARE,9377855,7.34983E+11,6.503,0.693,204.058,-0.047,-0.023,204.033,-0.069,-0.034,21.757,0.278,0.168,21.76,0.278,0.168,6.734,0.718,236.716,25.242,0.322,163.117,4757.284,4758.938,65.043,425.056,2746.4,1.281,1357.668,,129769.297,1.656,1.693,0.18,130.964,13.965,25.538,25.751,-0.025,-0.003,35.241,3.758,2.272,0.242,58.165,6.202,,,1216.958,0.402,0.55,0.486,0.046,0.39,0.286,0.187,0.008,2.347,1.156,0,0.235,,0.391,1.729,-0.001,0.472,,0.218,0.001,0.002,0.003,0,241.486,239.488,32.658,16.004
United Arab Emirates,2020,ARE,9448529,6.98549E+11,6.018,0.637,215.266,11.208,5.493,215.256,11.223,5.501,22.782,0.308,0.182,22.783,0.308,0.182,8.086,0.856,221.779,23.472,0.317,169.135,4972.55,4974.194,73.129,426.852,2878.751,1.27,1424.683,,125363.312,1.696,1.796,0.19,132.351,14.008,26.372,26.587,-0.01,-0.001,33.741,3.571,2.281,0.241,67.015,7.093,,,1184.499,0.371,0.612,0.543,0.057,0.389,0.293,0.193,0.009,2.306,1.174,0,0.242,,0.449,1.76,0,0.613,,0.223,0.001,0.002,0.004,0,251.212,249.173,6.512,3.025
United Kingdom,2019,GBR,67110958,2.62429E+12,4.448,0.066,364.753,-14.976,-3.944,375.355,-27.74,-6.882,5.593,0.143,0.171,5.435,0.139,0.166,24.513,0.365,524.734,7.819,0.2,515.747,78478.969,78167.75,56801.75,283.538,6874.948,3278.862,13893.171,109.814,32676.998,0.836,4.283,0.064,159.321,2.374,5.775,6.765,10.602,0.158,45.686,0.681,30.285,0.451,168.996,2.518,0.048,3.193,2192.985,0.275,0.984,0.894,0.167,1.234,4.719,3.075,7.342,1.565,2.893,0.371,2.4,0.862,0.991,2.104,0.217,1.371,0.733,2.525,0.003,0.035,0.039,0.001,453.993,387.597,159.981,43.86
